h1|h2|h3|ind|
"Procesos electorales"|"Elecciones al Congreso"|"-"|"% Elecciones al Congreso: Abstenciones"|
"Procesos electorales"|"Elecciones al Congreso"|"-"|"% Elecciones al Congreso: Votos nulos"|
"Procesos electorales"|"Elecciones al Congreso"|"-"|"% Elecciones al Congreso: Votos blancos"|
"Procesos electorales"|"Elecciones al Congreso"|"-"|"% Elecciones al Congreso: Votos a candidaturas"|
"Procesos electorales"|"Elecciones al Congreso"|"-"|"% Elecciones al Congreso: Votos a EAJ-PNV"|
"Procesos electorales"|"Elecciones al Congreso"|"-"|"% Elecciones al Congreso: Votos a PSE-EE/PSOE"|
"Procesos electorales"|"Elecciones al Congreso"|"-"|"% Elecciones al Congreso: Votos a PP"|
"Procesos electorales"|"Elecciones al Congreso"|"-"|"% Elecciones al Congreso: Votos a EH BILDU"|
"Procesos electorales"|"Elecciones al Congreso"|"-"|"% Elecciones al Congreso: Votos a PODEMOS/AHAL DUGU-IU"|
"Procesos electorales"|"Elecciones al Congreso"|"-"|"% Elecciones al Congreso: Votos a otros"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"Elecciones al senado: Censo electoral"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"Elecciones al senado: Votos"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"Elecciones al senado: Abstenciones"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"Elecciones al senado: Votos nulos"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"Elecciones al senado: Votos blancos"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"Elecciones al senado: Votos a candidaturas"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"% Elecciones al senado: Votantes"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"% Elecciones al senado: Abstenciones"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"% Elecciones al senado: Votos nulos"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"% Elecciones al senado: Votos blancos"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"% Elecciones al senado: Votos a candidaturas"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"% Elecciones al senado: Votos a EAJ-PNV"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"% Elecciones al senado: Votos a PSE-EE/PSOE"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"% Elecciones al senado: Votos a PP"|
"Procesos electorales"|"Elecciones al Senado"|"-"|"% Elecciones al senado: Votos a otros"|
"Protección social y Seguridad ciudadana"|"Pensiones en vigor"|"-"|"Pensiones por jubilación"|
"Protección social y Seguridad ciudadana"|"Pensiones en vigor"|"-"|"Pensiones por viudedad"|
"Protección social y Seguridad ciudadana"|"Pensiones en vigor"|"-"|"Pensiones por incapacidad permanente"|
"Protección social y Seguridad ciudadana"|"Pensiones en vigor"|"-"|"Pensiones por orfandad"|
"Protección social y Seguridad ciudadana"|"Pensiones en vigor"|"-"|"Pensiones por favor familiar"|
"Protección social y Seguridad ciudadana"|"Seguridad vial"|"-"|"Peatones atropellados registrados en el municipio por la Ertzaintza por 10.000 habitantes"|
"Protección social y Seguridad ciudadana"|"Seguridad vial"|"-"|"Accidentes de tráfico registrados en el municipio por la Ertzaintza (‰ habitantes)"|
"Protección social y Seguridad ciudadana"|"Equipamiento2"|"-"|"Dotación policial local (‰ habitantes)"|
"Protección social y Seguridad ciudadana"|"Riesgo de pobreza"|"-"|"Hogares en riesgo de pobreza"|
"Protección social y Seguridad ciudadana"|"Riesgo de pobreza"|"-"|"Tasa de riesgo de pobreza en hogares"|
"Protección social y Seguridad ciudadana"|"Riesgo de pobreza"|"-"|"Personas en riesgo de pobreza"|
"Protección social y Seguridad ciudadana"|"Riesgo de pobreza"|"-"|"Tasa de riesgo de pobreza en personas"|
"Protección social y Seguridad ciudadana"|"Perceptores de ayudas"|"-"|"Perceptores de renta básica (‰ habitantes)"|
"Protección social y Seguridad ciudadana"|"Perceptores de ayudas"|"-"|"Perceptores de ayudas de emergencia social (‰ habitantes)"|
"Protección social y Seguridad ciudadana"|"Perceptores de ayudas"|"-"|"Perceptores de pensiones no contributivas (‰ habitantes)"|
"Protección social y Seguridad ciudadana"|"Delitos"|"-"|"Índice de delitos (‰ habitantes)"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados total"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sexo: Hombres"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sexo: Mujeres"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sector: Agricultura"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sector: Industria"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sector: Construcción"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sector: Servicios"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por grupo de edad: Menores de 25 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por grupo de edad: Menores de 30 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por grupo de edad: De 25 a 44 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por grupo de edad: De 45 y más años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sexo y grupos de edad: Hombres menores de 25 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sexo y grupos de edad: Hombres menores de 30 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sexo y grupos de edad: Hombres de 25 a 44 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sexo y grupos de edad: Hombres de 45 y más años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sexo y grupos de edad: Mujeres menores de 25 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sexo y grupos de edad: Mujeres menores de 30 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sexo y grupos de edad: Mujeres de 25 a 44 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sexo y grupos de edad: Mujeres de 45 y más años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Parados por sector: Sin empleo anterior"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Tasa de paro"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Tasa de paro masculina"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Tasa de paro femenina"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sexo: Hombres"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sexo: Mujeres"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sector: Agricultura"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sector: Industria"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sector: Construcción"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sector: Servicios"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sector: Sin empleo anterior"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por grupo de edad: Menores de 25 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por grupo de edad: Menores de 30 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por grupo de edad: De 25 a 44 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por grupo de edad: De 45 y más años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sexo y grupos de edad: Hombres menores de 25 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sexo y grupos de edad: Hombres menores de 30 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sexo y grupos de edad: Hombres de 25 a 44 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sexo y grupos de edad: Hombres de 45 y más años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sexo y grupos de edad: Mujeres menores de 25 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sexo y grupos de edad: Mujeres menores de 30 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sexo y grupos de edad: Mujeres de 25 a 44 años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"% Parados por sexo y grupos de edad: Mujeres de 45 y más años"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Crecimiento mensual del paro registrado"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Crecimiento anual del paro registrado"|
"Mercado de trabajo"|"Paro"|"Paro registrado"|"Proporción de parados sobre la población de 16 a 64 años"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados: Dirección empresas y Administraciones Públicas"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados: Técnicos y profesionales científicos e intelectuales"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados: Técnicos y profesionales de apoyo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados: Empleados de tipo administrativo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados: Trabajadores de servicios de restauración, personales, protección y vendedores de comercio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados: Trabajadores cualificados en agricultura y en pesca"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados: Artesanos y trabajadores cualificados de industrias manufactureras, la construcción y la minería"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados: Operadores de maquinaria e instalaciones, montadores"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados: Trabajadores no cualificados"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados: Fuerzas armadas"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados hombres: Dirección empresas y Administraciones Públicas"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados hombres: Técnicos y profesionales científicos e intelectuales"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados hombres: Técnicos y profesionales de apoyo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados hombres: Empleados de tipo administrativo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados hombres: Trabajadores de servicios de restauración, personales, protección y vendedores de comercio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados hombres: Trabajadores cualificados en agricultura y en pesca"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados hombres: Artesanos y trabajadores cualificados de industrias manufactureras, la construcción y la minería"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados hombres: Operadores de maquinaria e instalaciones, montadores"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados hombres: Trabajadores no cualificados"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados hombres: Fuerzas armadas"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados mujeres: Dirección empresas y Administraciones Públicas"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados mujeres: Técnicos y profesionales científicos e intelectuales"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados mujeres: Técnicos y profesionales de apoyo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados mujeres: Empleados de tipo administrativo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados mujeres: Trabajadores de servicios de restauración, personales, protección y vendedores de comercio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados mujeres: Trabajadores cualificados en agricultura y en pesca"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados mujeres: Artesanos y trabajadores cualificados de industrias manufactureras, la construcción y la minería"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados mujeres: Operadores de maquinaria e instalaciones, montadores"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados mujeres: Trabajadores no cualificados"|
"Mercado de trabajo"|"Paro"|"Parados por sexo y ocupación"|"Parados mujeres: Fuerzas armadas"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados: Otros estudios universitarios"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres: Otros estudios universitarios"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres: Otros estudios universitarios"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 25 años: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 25 años: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 25 años: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 25 años: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 25 años: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 25 años: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 25 años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 25 años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 25 años: Otros estudios universitarios"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 25 años: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 25 años: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 25 años: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 25 años: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 25 años: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 25 años: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 25 años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 25 años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 25 años: Otros estudios universitarios"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 25 años: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 25 años: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 25 años: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 25 años: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 25 años: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 25 años: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 25 años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 25 años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 25 años: Otros estudios universitarios"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 30 años: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 30 años: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 30 años: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 30 años: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 30 años: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 30 años: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 30 años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 30 años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados menores de 30 años: Otros estudios universitarios"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 30 años: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 30 años: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 30 años: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 30 años: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 30 años: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 30 años: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 30 años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 30 años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres menores de 30 años: Otros estudios universitarios"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 30 años: Otros estudios universitarios"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 30 años: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 30 años: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 30 años: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 30 años: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 30 años: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 30 años: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 30 años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres menores de 30 años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 25 a 44 años: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 25 a 44 años: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 25 a 44 años: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 25 a 44 años: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 25 a 44 años: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 25 a 44 años: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 25 a 44 años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 25 a 44 años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 25 a 44 años: Otros estudios universitarios"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 25 a 44 años: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 25 a 44 años: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 25 a 44 años: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 25 a 44 años: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 25 a 44 años: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 25 a 44 años: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 25 a 44 años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 25 a 44 años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 25 a 44 años: Otros estudios universitarios"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres de 25 a 44 años: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres de 25 a 44 años: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres de 25 a 44 años: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres de 25 a 44 años: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres de 25 a 44 años: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres de 25 a 44 años: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres de 25 a 44 años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres de 25 a 44 años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados mujeres de 25 a 44 años: Otros estudios universitarios"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 45 y más años: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 45 y más años: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 45 y más años: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 45 y más años: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 45 y más años: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 45 y más años: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 45 y más años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 45 y más años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados de 45 y más años: Otros estudios universitarios"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 45 y más años: Sin alfabetizar"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 45 y más años: Estudios primarios incompletos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 45 y más años: Estudios primarios completos"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 45 y más años: FP Medio"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 45 y más años: ESO"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 45 y más años: FP Superior"|
"Mercado de trabajo"|"Paro"|"Parados por sexo, edad y nivel académico"|"Parados hombres de 45 y más años: Estudios universitarios de primer ciclo"|
